"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []","re(S(2,1)) []","im(S(2,1)) []","re(S(1,2)) []","im(S(1,2)) []","re(S(2,2)) []","im(S(2,2)) []"
34.47,3.81226853186202E-05,0.000106557808057294,0.893298303054146,-0.449214261305638,0.893298303054145,-0.449214261305638,6.29521155249216E-05,9.39977311204346E-05
34.48,3.81920313129502E-05,0.000106641731197771,0.893152337814644,-0.449504595062595,0.893152337814643,-0.449504595062595,6.30394961705596E-05,9.40624182230945E-05
34.49,3.82614418942716E-05,0.000106725658971579,0.893006338508764,-0.44979477685231,0.893006338508763,-0.44979477685231,6.31269211146022E-05,9.41271105621727E-05
34.5,3.83309171007306E-05,0.000106809591270505,0.892860305127827,-0.450084806789144,0.892860305127826,-0.450084806789143,6.32143903285301E-05,9.41918080549983E-05
34.51,3.84004569703873E-05,0.000106893527986343,0.892714237663305,-0.450374684987695,0.892714237663304,-0.450374684987694,6.33019037838155E-05,9.4256510618997E-05
34.52,3.8470061541215E-05,0.000106977469010892,0.892568136106827,-0.450664411562798,0.892568136106826,-0.450664411562797,6.3389461451922E-05,9.43212181716909E-05
34.53,3.85397308511E-05,0.000107061414235959,0.89242200045017,-0.450953986629523,0.892422000450169,-0.450953986629523,6.34770633043041E-05,9.43859306306993E-05
34.54,3.86094649378407E-05,0.000107145363553353,0.892275830685263,-0.45124341030317,0.892275830685262,-0.45124341030317,6.35647093124078E-05,9.44506479137386E-05
34.55,3.86792638391477E-05,0.000107229316854894,0.892129626804186,-0.451532682699266,0.892129626804185,-0.451532682699266,6.36523994476693E-05,9.45153699386228E-05
34.56,3.87491275926429E-05,0.000107313274032407,0.891983388799166,-0.451821803933564,0.891983388799164,-0.451821803933564,6.37401336815156E-05,9.45800966232639E-05
34.57,3.88190562358594E-05,0.000107397234977722,0.891837116662577,-0.452110774122039,0.891837116662576,-0.452110774122039,6.38279119853643E-05,9.46448278856716E-05
34.58,3.8889049806241E-05,0.000107481199582679,0.891690810386944,-0.452399593380887,0.891690810386943,-0.452399593380886,6.39157343306232E-05,9.47095636439546E-05
34.59,3.89591083411415E-05,0.000107565167739126,0.891544469964932,-0.452688261826518,0.891544469964931,-0.452688261826518,6.40036006886899E-05,9.47743038163199E-05
34.6,3.90292318778248E-05,0.000107649139338915,0.891398095389354,-0.45297677957556,0.891398095389353,-0.45297677957556,6.40915110309524E-05,9.4839048321074E-05
34.61,3.90994204534639E-05,0.000107733114273909,0.891251686653165,-0.453265146744851,0.891251686653164,-0.45326514674485,6.4179465328788E-05,9.49037970766224E-05
34.62,3.9169674105141E-05,0.00010781709243598,0.891105243749464,-0.453553363451437,0.891105243749463,-0.453553363451436,6.42674635535639E-05,9.49685500014705E-05
34.63,3.92399928698466E-05,0.000107901073717005,0.89095876667149,-0.453841429812572,0.89095876667149,-0.453841429812571,6.43555056766364E-05,9.50333070142234E-05
34.64,3.93103767844794E-05,0.000107985058008873,0.890812255412625,-0.454129345945713,0.890812255412624,-0.454129345945712,6.44435916693514E-05,9.50980680335868E-05
